987397730862616577,"No, Stormy Daniels wasn't killed in an airstrike in Syria. @AP knocks down that and other stuff that didn't actuall… https://t.co/atVa0eExod","Bill Kole","2018-04-20","Massachusetts"
986396014268399616,"The Wall Street Journal: Israeli airstrike in Syria last week targeted Iranian weapons https://t.co/caDF4co28K https://t.co/1tajSyKu7E","Gennecho Finance","2018-04-18","Michigan"
986153680050294784,"After U.S. Strikes, Syria Returns to War as Usual https://t.co/EcQBloT51T","TrumpApocalypse","2018-04-17","Michigan"
988026146209062912,"Wait? Run? Views From Below a Syria Airstrike https://t.co/9SNgs0fnkY via @nytvideo","janet C","2018-04-22","Michigan"
986696521210089473,"A new neoliberal resistance icon is minted in the the settling dust of the completely ludicrous Syria airstrike https://t.co/JhaktYY2NA","RedBoat","2018-04-18","Michigan"
990167013245976576,"Satellite Images Show Syria Site Before and After Airstrike - #PrescientInfo https://t.co/u0SulFqCCZ","Philip Nettleton","2018-04-28","Minnesota"
988091103730634752,"Satellite Images Show Syria Site Before and After Airstrike - #PrescientInfo https://t.co/u0SulFqCCZ","Philip Nettleton","2018-04-22","Minnesota"
986413770749685760,"The Wall Street Journal: Israeli airstrike in Syria last week targeted Iranian weapons ~https://t.co/56TpQJXD5R","Rick","2018-04-18","Minnesota"
986204755474165760,"Jerry Boykin on Russia's Response to the US Airstrike in Syria https://t.co/MqPIGNwpmv via @YouTube","MSF North America","2018-04-17","Missouri"
987194486332641280,"Is this why the U.S.-led coalition really launched the airstrike on Syria? Fisk rips away excuses for air strike on… https://t.co/8TMmA6EtA5","Underground Express","2018-04-20","Nevada"
987848884008378368,"Isn't It Amazing About All The Fuss Over Trump's Syria's Airstrikes Amounted To Absolutely Nothing Except His Conti… https://t.co/Ld3HHlLtQU","Andro Paul Lucich","2018-04-22","Nevada"
986156340195287040,"Syrians stand defiant following airstrikes from the U.S. and its allies. #UVM Political Science Prof. pehenne speak… https://t.co/PLVNrIH4YL","Gosippy TabLloyd","2018-04-17","Nevada"
988712080994914305,"Iraq plans to launch new strikes inside Syria to eliminate Baghdadi: MP https://t.co/p1JaCYY7E7 https://t.co/gViJM6lrXI","ValuBit News","2018-04-24","Nevada"
988417848845385731,"Daesh second-in-command killed in Iraqi airstrike inside Syria https://t.co/fOsLRjYTfz https://t.co/sSHwVmhN6l","ValuBit News","2018-04-23","Nevada"
987397725544067072,"WATCH: Scared ISIS OBLITERATED by devastating fighter jet STRIKE in Syria  https://t.co/Egc0bHw31C","Watec VIVID","2018-04-20","New Hampshire"
988533178964037632,"Satellite Images Show Surgical Precision of Airstrike on Iranian Military Base in Syria https://t.co/RduUyKGOLa #tcot","#ClearFlynnNow","2018-04-23","New Hampshire"
986564209126330369,"Russian general reveals Donald Trump’s REAL strike targets in Syria https://t.co/fQ07TiA6bC","Watec VIVID","2018-04-18","New Hampshire"
987780895267581952,"Obama: *drops 26000+ bombs on Syria*\
\
Obama: *given Nobel Peace Prize*\
\
Trump: *does 1 airstrike on Syria*\
\
Trump:… https://t.co/gD8vxuM5Bc","Dan McNulty","2018-04-21","New Jersey"
986367205909696512,"#BREAKING: The @WSJ is reporting that last week's airstrike by #Israel on an Iranian base in #Syria was targeted be… https://t.co/K8O83cObf5","Shlomo Schorr","2018-04-17","New Jersey"
987325705255116800,"\"Russia Tells U.N. Envoy U.S.-Led Strikes Hurt Syrian Peace Process: RIA\" by REUTERS via NYT https://t.co/t8rmBM9Bn5","Nyla Sicotte","2018-04-20","New Jersey"
986321018234068992,"\"NOT REAL NEWS: Stormy Daniels Not Dead in Airstrike, Suicide\" by THE ASSOCIATED PRESS via NYT https://t.co/HeMdeYeAKz","Nyla Sicotte","2018-04-17","New Jersey"
989211435715694593,"When the world faces crises, America responds fast. But does our involvement in Syria help or hurt the civilians ga… https://t.co/a54a5mUtpL","SBHS Viking Vibe","2018-04-25","New Jersey"
986293378752155649,"\"UK's May Rejects Criticism Over Syria Airstrike Decision\" by THE ASSOCIATED PRESS via NYT https://t.co/UzJDgUEukR","Nyla Sicotte","2018-04-17","New Jersey"
986262429100322821,"Just a reminder: We launched an airstrike against Syria less than four days ago, which is approximately 103 Trump Years.","(((Jonathan “Yoni” Knoll)))","2018-04-17","New Jersey"
986225583360065536,"Old footage from previous attacks not even in Syria\
https://t.co/uhQRBvGIwj","Cowboy ","2018-04-17","New Mexico"
986476037398761472,"Iran Threatens Israel With Revenge for Syria Airstrike That Killed Drone Commander https://t.co/83wovybCxr via @yahoo","Sharon Gilman","2018-04-18","New Mexico"
986658546816253952,"Yup. Charles Lister: “the most significant Israeli-Iranian military engagement in seven years of the Syrian crisis… https://t.co/ncVI5eaCMx","Edward W. Walker","2018-04-18","New York"
987587153898110976,"News and analysis from Sky News Radio #wenger #arsenal #football #arsenewenger #commonwealth #princecharles… https://t.co/Ugwj1K4wnX","Muhemmed Asfand Yar","2018-04-21","New York"
